symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars,event_id,raw_detection_count,event_conf_max,event_decision_first,event_decision_last,window_lengths_seen
ACU_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.8705230951309204,0.3418930768966675,0.3494115173816681,0.7844008803367615,0.6201798915863037,363,369,366.0,2026-05-02T22:00:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,7,3,7b38038f533db703,32,0.8705230951309204,2026-05-03T00:15:00+00:00,2026-05-03T01:15:00+00:00,"[13, 14, 15, 16, 17, 18, 19]"
ATOM_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.824791669845581,0.35680264234542847,0.3964051306247711,0.7911486029624939,0.4773167669773102,364,369,366.5,2026-05-02T22:15:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,6,3,3caea9d283af7186,60,0.9215899705886841,2026-05-03T00:15:00+00:00,2026-05-03T01:30:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
AVNT_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.2906588912010193,0.3588021397590637,0.3670327365398407,0.7901383638381958,0.5232090353965759,364,369,366.5,2026-05-02T22:15:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,6,3,41e742badf6c6278,31,0.9630031585693359,2026-05-03T00:15:00+00:00,2026-05-03T01:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
AXS_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.871953547000885,0.3556590676307678,0.3347413241863251,0.791164755821228,0.41983506083488464,364,369,366.5,2026-05-02T22:15:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,6,3,609c15243b00b890,63,0.9509281516075134,2026-05-03T00:15:00+00:00,2026-05-03T01:30:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
BARD_USDT_SWAP,372,2026-05-03T00:15:00+00:00,356,2026-05-02T20:15:00+00:00,17,0.7257484793663025,0.35687458515167236,0.4011496603488922,0.7684367895126343,0.5057985186576843,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,ecb9851a3984c2ac,39,0.8603779673576355,2026-05-03T00:15:00+00:00,2026-05-03T01:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
COAI_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.27262750267982483,0.3398022949695587,0.4589310586452484,0.7898235321044922,0.8038474321365356,363,369,366.0,2026-05-02T22:00:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,7,3,0d63b140ed213246,2,0.28193187713623047,2026-05-03T00:15:00+00:00,2026-05-03T00:30:00+00:00,[14]
ENJ_USDT_SWAP,372,2026-05-03T00:15:00+00:00,357,2026-05-02T20:30:00+00:00,16,0.44976893067359924,0.3155893385410309,0.36533889174461365,0.7483727931976318,0.5261763334274292,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,7fa32e9cf7d8f22e,29,0.9484456181526184,2026-05-03T00:15:00+00:00,2026-05-03T01:15:00+00:00,"[13, 14, 15, 16, 17, 18, 19]"
ENSO_USDT_SWAP,372,2026-05-03T00:15:00+00:00,356,2026-05-02T20:15:00+00:00,17,0.44257214665412903,0.2968856692314148,0.3357864022254944,0.7018730640411377,0.5102116465568542,361,367,364.0,2026-05-02T21:30:00+00:00,2026-05-02T23:00:00+00:00,2026-05-02T22:15:00+00:00,7,5,f230cdb2906931a3,2,0.44257214665412903,2026-05-03T00:15:00+00:00,2026-05-03T00:15:00+00:00,"[17, 18]"
GALA_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.8238859176635742,0.35738515853881836,0.44342169165611267,0.7899845242500305,0.5286327004432678,364,369,366.5,2026-05-02T22:15:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,6,3,441ad6f6bc1555a7,51,0.9035471081733704,2026-05-03T00:15:00+00:00,2026-05-03T01:30:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
GMT_USDT_SWAP,372,2026-05-03T00:15:00+00:00,357,2026-05-02T20:30:00+00:00,16,0.6617638468742371,0.31195372343063354,0.4260275661945343,0.7506799101829529,0.5670961141586304,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,21d8c9880a41a098,32,0.9363150000572205,2026-05-03T00:15:00+00:00,2026-05-03T01:00:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
HOME_USDT_SWAP,372,2026-05-03T00:15:00+00:00,357,2026-05-02T20:30:00+00:00,16,0.584882378578186,0.31295686960220337,0.37823596596717834,0.7526378035545349,0.5953064560890198,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,541ea61f8cc8f58e,21,0.834204375743866,2026-05-03T00:15:00+00:00,2026-05-03T01:15:00+00:00,"[14, 15, 16, 17, 18, 19]"
KMNO_USDT_SWAP,372,2026-05-03T00:15:00+00:00,357,2026-05-02T20:30:00+00:00,16,0.3203836977481842,0.3152446746826172,0.3123705983161926,0.7480981945991516,0.47664883732795715,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,86d2015a2a485476,18,0.8051311373710632,2026-05-03T00:15:00+00:00,2026-05-03T01:00:00+00:00,"[13, 14, 15, 16, 17, 18]"
LTC_USDT_SWAP,372,2026-05-03T00:15:00+00:00,356,2026-05-02T20:15:00+00:00,17,0.25121089816093445,0.35842010378837585,0.44883936643600464,0.7630578875541687,0.5247541666030884,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,4821730183ad94dd,3,0.5291626453399658,2026-05-03T00:15:00+00:00,2026-05-03T01:15:00+00:00,"[15, 17, 18]"
MAGIC_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.2827393412590027,0.35621413588523865,0.46022897958755493,0.7946094274520874,0.5298900008201599,364,369,366.5,2026-05-02T22:15:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,6,3,100238cbca0f1a94,26,0.9303175210952759,2026-05-03T00:15:00+00:00,2026-05-03T01:30:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
MOODENG_USDT_SWAP,372,2026-05-03T00:15:00+00:00,357,2026-05-02T20:30:00+00:00,16,0.29027560353279114,0.31139975786209106,0.2608911693096161,0.7504578232765198,0.6292949318885803,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,cc003bf99673e0e5,19,0.7884784936904907,2026-05-03T00:15:00+00:00,2026-05-03T01:00:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
